HAPPY008_CS_GEX 3606
HAPPY008_SC_GEX 2668
ICING009_DC_GEX 5737
ICING009_SC_GEX 6014
LEAFY012_DC_GEX 4006
LEAFY012_PS_GEX 537
MAPLE013_CS_GEX 2822
MAPLE013_SC_GEX 7760
RUGBY018_PP_GEX 5870
RUGBY018_PV_GEX 4495
ENTRY005_SP 12119
ENTRY005_SQ 2940
FREYA006_PV 248
FREYA006_SQ 14559
ENTRY005_PV 1000
Axiom001_PV 166
Axiom001_SP 472
Axiom001_SQ 328
Creek003_PV 225
Creek003_SP 1090
Creek003_SQ 140
Dsubject3_BAT   1736
Dsubject3_WAT   2941
Nevis014_PP 5928
